stock,start_date,stage
X,2007-06-22,2.0
X,2017-12-29,4.0
X,2010-04-30,4.0
X,2011-08-05,1.0
X,2016-07-29,4.0
X,1997-07-04,3.0
X,1999-04-02,2.0
X,2014-06-06,2.0
X,2007-07-06,2.0
MDB,2021-01-08,4.0
MDB,2020-10-16,4.0
MDB,2019-04-26,2.0
MDB,2019-09-13,2.0
MDB,2019-08-16,2.0
MDB,2019-11-08,3.0
MDB,2019-04-05,3.0
MDB,2018-12-28,2.0
MDB,2018-11-30,2.0
MDB,2020-11-13,1.0
MDB,2019-12-27,4.0
MDB,2021-05-28,2.0
MDB,2020-12-11,4.0
MDB,2020-12-04,4.0
MDB,2020-10-09,4.0
MDB,2019-09-06,2.0
MDB,2020-04-03,4.0
MDB,2018-10-26,2.0
MDB,2021-07-30,3.0
MDB,2020-08-14,4.0
IMAX,2018-07-27,1.0
IMAX,2007-08-17,2.0
IMAX,2009-04-24,3.0
IMAX,1995-11-24,3.0
IMAX,2003-11-07,4.0
IMAX,1995-09-15,3.0
IMAX,2015-10-16,1.0
IMAX,2004-10-22,4.0
IMAX,2017-02-03,1.0
IMAX,2021-05-28,3.0
IMAX,2016-12-16,1.0
IMAX,2019-01-04,2.0
IMAX,2001-02-02,2.0
IMAX,2019-04-26,3.0
IMAX,2001-12-21,4.0
IMAX,2018-11-09,2.0
IMAX,2020-12-11,1.0
IMAX,1997-01-24,4.0
IMAX,2003-06-27,3.0
IMAX,2004-03-26,3.0
FATE,2016-08-12,2.0
FATE,2020-04-10,4.0
FATE,2021-09-03,4.0
FATE,2019-03-08,3.0
FATE,2015-06-12,1.0
FATE,2018-11-09,2.0
FATE,2016-01-01,2.0
FATE,2016-10-07,3.0
FATE,2021-01-22,4.0
FATE,2019-12-06,4.0
FATE,2016-07-01,2.0
FATE,2019-01-18,2.0
FATE,2021-02-26,4.0
FATE,2014-12-19,2.0
FATE,2016-04-08,2.0
FATE,2017-01-06,2.0
FATE,2018-01-19,2.0
FATE,2019-06-28,4.0
FATE,2017-08-04,4.0
FATE,2015-12-18,2.0
MNRO,2021-01-29,1.0
MNRO,2000-11-17,4.0
MNRO,1998-02-13,1.0
MNRO,2007-01-12,2.0
MNRO,2001-12-07,3.0
MNRO,2013-06-14,3.0
MNRO,1993-10-01,4.0
MNRO,1999-05-21,2.0
MNRO,2000-11-03,4.0
MNRO,2015-06-26,4.0
MNRO,2010-09-24,4.0
MNRO,2016-10-21,3.0
MNRO,1996-01-12,1.0
MNRO,2019-10-18,1.0
MNRO,1995-08-25,4.0
MNRO,2020-10-30,1.0
MNRO,1997-09-05,1.0
MNRO,2011-08-05,3.0
MNRO,1995-05-12,1.0
MNRO,2000-09-08,1.0
LSXMB,2021-10-01,1.0
LSXMB,2020-10-16,1.0
LSXMB,2021-05-21,4.0
LSXMB,2018-07-13,4.0
LSXMB,2021-04-23,4.0
LSXMB,2017-11-24,2.0
LSXMB,2021-02-19,4.0
LSXMB,2018-02-16,4.0
LSXMB,2017-10-27,2.0
LSXMB,2018-11-23,3.0
LSXMB,2021-10-22,1.0
LSXMB,2017-12-15,3.0
LSXMB,2018-06-08,4.0
LSXMB,2021-04-30,4.0
LSXMB,2018-10-05,2.0
LSXMB,2018-06-29,4.0
LSXMB,2019-11-08,3.0
LSXMB,2020-05-08,4.0
LSXMB,2017-11-03,2.0
LSXMB,2019-07-12,3.0
JVA,2019-08-16,4.0
JVA,2009-10-09,4.0
JVA,2016-02-19,1.0
JVA,2013-07-26,4.0
JVA,2017-12-29,4.0
JVA,2006-10-13,4.0
JVA,2017-06-16,4.0
JVA,2017-02-17,3.0
JVA,2006-03-10,4.0
JVA,2006-06-30,4.0
JVA,2012-04-27,3.0
JVA,2011-05-27,1.0
JVA,2014-05-23,2.0
JVA,2019-05-17,2.0
JVA,2021-04-23,4.0
JVA,2008-02-08,3.0
JVA,2016-03-25,1.0
JVA,2017-09-08,4.0
JVA,2015-10-09,1.0
JVA,2015-05-08,4.0
CGEN,2014-05-16,3.0
CGEN,2018-05-04,2.0
CGEN,2015-02-27,4.0
CGEN,2021-09-17,4.0
CGEN,2003-07-04,4.0
CGEN,2003-06-13,4.0
CGEN,2016-05-20,3.0
CGEN,2003-03-28,4.0
CGEN,2018-03-23,2.0
CGEN,2017-12-15,2.0
CGEN,2016-07-01,3.0
CGEN,2019-06-21,4.0
CGEN,2013-09-27,1.0
CGEN,2002-10-04,4.0
CGEN,2002-06-14,4.0
CGEN,2019-03-22,4.0
CGEN,2021-07-16,3.0
CGEN,2012-08-31,4.0
CGEN,2016-08-12,3.0
CGEN,2018-02-23,2.0
ZDGE,2021-04-16,1.0
ZDGE,2017-11-03,4.0
ZDGE,2018-06-01,1.0
ZDGE,2019-12-13,4.0
ZDGE,2017-09-22,1.0
ZDGE,2018-07-13,1.0
ZDGE,2021-08-06,4.0
ZDGE,2017-03-17,1.0
ZDGE,2020-05-22,4.0
ZDGE,2019-08-16,4.0
ZDGE,2021-04-09,1.0
ZDGE,2018-08-24,2.0
ZDGE,2018-03-16,4.0
ZDGE,2017-09-29,1.0
ZDGE,2018-10-19,2.0
ZDGE,2018-10-12,2.0
ZDGE,2020-04-03,4.0
ZDGE,2021-04-30,1.0
ZDGE,2021-09-17,1.0
ZDGE,2020-12-11,1.0
TISI,2012-04-13,3.0
TISI,2013-08-09,4.0
TISI,1987-03-20,4.0
TISI,1999-12-03,2.0
TISI,2006-11-10,4.0
TISI,1985-06-21,2.0
TISI,2015-06-05,4.0
TISI,1990-07-27,4.0
TISI,1994-08-05,4.0
TISI,1995-11-03,2.0
TISI,2006-10-27,4.0
TISI,2010-11-05,2.0
TISI,1983-04-22,1.0
TISI,1987-04-17,4.0
TISI,1999-10-08,2.0
TISI,2003-02-28,2.0
TISI,1991-11-01,4.0
TISI,2018-01-05,4.0
TISI,1998-03-27,1.0
TISI,2008-10-31,2.0
PFG,2007-05-18,2.0
PFG,2010-12-31,2.0
PFG,2016-12-16,1.0
PFG,2011-04-08,2.0
PFG,2018-09-14,2.0
PFG,2012-07-20,3.0
PFG,2019-03-08,2.0
PFG,2008-04-04,3.0
PFG,2019-06-14,3.0
PFG,2004-07-02,3.0
PFG,2003-04-11,1.0
PFG,2011-08-12,2.0
PFG,2013-04-26,3.0
PFG,2020-05-01,3.0
PFG,2006-09-15,4.0
PFG,2005-03-25,3.0
PFG,2007-04-06,2.0
PFG,2005-10-28,3.0
PFG,2007-11-30,3.0
PFG,2020-01-17,3.0
JCI,2012-04-06,3.0
JCI,1994-12-30,2.0
JCI,2014-01-31,1.0
JCI,2021-02-05,3.0
JCI,2002-05-10,2.0
JCI,1996-03-15,2.0
JCI,1988-12-16,1.0
JCI,1994-01-28,3.0
JCI,2021-07-09,4.0
JCI,2016-01-15,1.0
JCI,1995-12-29,2.0
JCI,2011-09-16,3.0
JCI,1994-07-29,3.0
JCI,2016-09-16,4.0
JCI,2002-02-22,3.0
JCI,2007-05-25,2.0
JCI,2010-06-04,3.0
JCI,2000-08-18,4.0
JCI,2006-03-24,1.0
JCI,2020-11-13,2.0
CI,2001-07-27,1.0
CI,2011-04-22,2.0
CI,1996-10-25,3.0
CI,2000-03-03,2.0
CI,1991-03-08,1.0
CI,2011-09-23,3.0
CI,2021-04-23,1.0
CI,1993-03-19,1.0
CI,1985-05-17,1.0
CI,1994-10-28,2.0
CI,2015-07-31,3.0
CI,1988-08-19,4.0
CI,1989-09-29,3.0
CI,1999-07-30,4.0
CI,1991-10-11,1.0
CI,2017-04-21,4.0
CI,2016-06-24,1.0
CI,2004-06-04,1.0
CI,2003-04-18,2.0
CI,1998-04-17,2.0
LDOS,2017-12-22,2.0
LDOS,2016-11-25,1.0
LDOS,2009-09-11,4.0
LDOS,2020-07-17,1.0
LDOS,2019-10-11,4.0
LDOS,2019-02-15,1.0
LDOS,2015-08-14,1.0
LDOS,2019-03-01,1.0
LDOS,2014-08-01,4.0
LDOS,2009-12-25,1.0
LDOS,2021-02-12,1.0
LDOS,2018-09-07,1.0
LDOS,2020-07-03,1.0
LDOS,2007-12-21,1.0
LDOS,2021-05-21,1.0
LDOS,2014-10-24,1.0
LDOS,2010-12-03,1.0
LDOS,2009-12-11,4.0
LDOS,2013-01-11,3.0
LDOS,2008-01-18,1.0
MTN,2021-04-30,1.0
MTN,2003-01-10,2.0
MTN,2003-12-19,3.0
MTN,2005-03-11,2.0
MTN,1999-07-23,4.0
MTN,1999-03-12,3.0
MTN,2012-10-12,3.0
MTN,2007-09-28,2.0
MTN,2016-09-23,3.0
MTN,2010-02-05,1.0
MTN,2004-12-31,2.0
MTN,2012-10-26,3.0
MTN,2006-09-01,4.0
MTN,2015-01-23,2.0
MTN,1999-11-19,1.0
MTN,2008-01-25,3.0
MTN,2021-08-13,1.0
MTN,2006-08-25,4.0
MTN,2009-05-08,3.0
MTN,2003-03-07,2.0
TLYS,2015-01-30,4.0
TLYS,2017-03-17,4.0
TLYS,2021-09-03,1.0
TLYS,2016-11-25,4.0
TLYS,2016-07-29,2.0
TLYS,2015-07-31,1.0
TLYS,2015-08-21,2.0
TLYS,2013-11-15,4.0
TLYS,2018-11-16,2.0
TLYS,2019-12-20,4.0
TLYS,2017-05-05,4.0
TLYS,2020-06-12,4.0
TLYS,2016-12-23,4.0
TLYS,2020-06-05,4.0
TLYS,2013-05-24,4.0
TLYS,2019-09-13,3.0
TLYS,2018-04-27,4.0
TLYS,2021-07-30,1.0
TLYS,2016-08-26,3.0
TLYS,2018-08-10,1.0
FAT,2019-04-12,2.0
FAT,2021-07-16,3.0
FAT,2021-07-09,3.0
FAT,2020-03-20,4.0
FAT,2021-10-22,1.0
FAT,2021-01-15,1.0
FAT,2021-04-30,1.0
FAT,2019-12-13,4.0
FAT,2019-05-31,2.0
FAT,2020-02-28,4.0
FAT,2019-12-20,4.0
FAT,2021-02-19,4.0
FAT,2021-03-05,4.0
FAT,2020-12-25,1.0
FAT,2021-04-23,1.0
FAT,2019-03-29,2.0
FAT,2018-10-19,2.0
FAT,2018-09-21,2.0
FAT,2019-03-08,2.0
FAT,2019-09-06,3.0
COMM,2017-09-08,4.0
COMM,2016-10-07,4.0
COMM,2020-09-11,3.0
COMM,2017-02-10,1.0
COMM,2019-05-24,2.0
COMM,2015-10-09,1.0
COMM,2020-12-25,1.0
COMM,2014-11-14,2.0
COMM,2014-12-19,3.0
COMM,2016-11-18,4.0
COMM,2018-02-23,4.0
COMM,2018-02-02,4.0
COMM,2015-07-10,4.0
COMM,2020-07-10,2.0
COMM,2018-03-30,4.0
COMM,2021-01-22,4.0
COMM,2020-07-31,2.0
COMM,2016-02-19,1.0
COMM,2016-07-29,4.0
COMM,2018-07-06,4.0
FUNC,2007-04-27,1.0
FUNC,2001-02-16,2.0
FUNC,2015-04-24,3.0
FUNC,2017-02-24,1.0
FUNC,2017-04-28,1.0
FUNC,1997-01-10,4.0
FUNC,2021-01-01,1.0
FUNC,2003-02-21,1.0
FUNC,2007-07-20,1.0
FUNC,2006-09-01,1.0
FUNC,1996-12-06,4.0
FUNC,1993-11-26,1.0
FUNC,2021-06-18,1.0
FUNC,2003-10-10,1.0
FUNC,2010-12-17,2.0
FUNC,2002-11-15,1.0
FUNC,2021-02-19,4.0
FUNC,1995-11-17,1.0
FUNC,2015-10-09,3.0
FUNC,2014-02-21,2.0
SIMO,2012-09-07,3.0
SIMO,2018-05-18,3.0
SIMO,2013-01-04,3.0
SIMO,2008-01-11,1.0
SIMO,2009-05-15,2.0
SIMO,2011-12-23,2.0
SIMO,2019-12-06,2.0
SIMO,2010-03-19,4.0
SIMO,2014-01-10,2.0
SIMO,2019-04-12,2.0
SIMO,2014-12-19,4.0
SIMO,2009-07-24,2.0
SIMO,2014-12-26,4.0
SIMO,2021-05-14,1.0
SIMO,2012-09-28,3.0
SIMO,2018-09-21,1.0
SIMO,2016-11-18,4.0
SIMO,2012-05-18,2.0
SIMO,2021-09-10,1.0
SIMO,2017-10-20,2.0
RAPT,2021-07-23,4.0
RAPT,2020-09-04,3.0
RAPT,2021-03-19,4.0
RAPT,2020-12-11,2.0
RAPT,2021-03-05,4.0
RAPT,2020-08-21,3.0
RAPT,2020-09-11,3.0
RAPT,2021-09-24,4.0
RAPT,2020-08-28,3.0
RAPT,2020-10-16,1.0
RAPT,2021-02-26,4.0
RAPT,2021-02-05,4.0
RAPT,2021-04-02,4.0
RAPT,2020-11-27,2.0
RAPT,2020-08-07,3.0
RAPT,2021-10-01,4.0
RAPT,2020-11-06,1.0
RAPT,2021-01-29,4.0
RAPT,2020-11-20,2.0
RAPT,2021-07-16,4.0
CMS,2017-06-16,1.0
CMS,2016-09-09,1.0
CMS,1979-08-10,1.0
CMS,1994-09-02,1.0
CMS,1986-04-04,2.0
CMS,1986-07-18,2.0
CMS,1990-10-05,1.0
CMS,2004-08-20,1.0
CMS,2009-12-18,3.0
CMS,2015-10-30,3.0
CMS,1976-05-28,3.0
CMS,2014-07-04,3.0
CMS,1995-07-28,1.0
CMS,2013-05-31,3.0
CMS,1975-11-21,3.0
CMS,1993-12-03,1.0
CMS,2004-03-26,4.0
CMS,2000-11-17,4.0
CMS,1978-10-13,4.0
CMS,1978-08-25,1.0
PSA,1998-06-05,1.0
PSA,2016-04-08,1.0
PSA,2004-01-09,3.0
PSA,1998-02-27,1.0
PSA,1992-08-21,3.0
PSA,2007-12-14,3.0
PSA,2010-07-09,3.0
PSA,1993-10-22,3.0
PSA,1986-09-12,1.0
PSA,1988-05-13,4.0
PSA,1989-01-27,1.0
PSA,2019-09-13,3.0
PSA,2004-10-29,2.0
PSA,1994-01-14,3.0
PSA,2001-01-19,1.0
PSA,1987-05-01,1.0
PSA,2014-04-11,3.0
PSA,2015-06-19,1.0
PSA,2005-06-10,4.0
PSA,2003-10-03,3.0
FR,2018-11-09,1.0
FR,1997-05-23,1.0
FR,2008-03-28,3.0
FR,2006-07-07,4.0
FR,1997-08-22,1.0
FR,2010-02-19,2.0
FR,2017-10-20,3.0
FR,2007-11-16,3.0
FR,2017-11-24,3.0
FR,2012-11-30,3.0
FR,2005-05-27,4.0
FR,2015-12-11,3.0
FR,2007-12-07,3.0
FR,2018-05-11,1.0
FR,2009-02-27,2.0
FR,1999-04-23,3.0
FR,2012-08-17,3.0
FR,2002-10-18,3.0
FR,2012-09-28,3.0
FR,1995-12-29,3.0
MEIP,2006-10-06,4.0
MEIP,2006-03-31,1.0
MEIP,2018-12-07,1.0
MEIP,2014-11-07,1.0
MEIP,2010-03-26,4.0
MEIP,2017-08-04,4.0
MEIP,2009-06-26,1.0
MEIP,2017-08-25,4.0
MEIP,2017-09-08,4.0
MEIP,2007-01-12,4.0
MEIP,2013-07-12,4.0
MEIP,2011-11-25,1.0
MEIP,2018-05-18,2.0
MEIP,2007-12-14,4.0
MEIP,2018-03-23,2.0
MEIP,2017-11-24,1.0
MEIP,2014-11-21,1.0
MEIP,2005-12-09,4.0
MEIP,2005-03-18,3.0
MEIP,2015-04-03,1.0
MYSZ,2019-09-27,4.0
MYSZ,2018-09-21,4.0
MYSZ,2020-02-07,4.0
MYSZ,2021-05-14,4.0
MYSZ,2019-08-02,1.0
MYSZ,2018-09-07,4.0
MYSZ,2017-11-24,4.0
MYSZ,2020-05-15,4.0
MYSZ,2018-02-16,4.0
MYSZ,2020-03-06,4.0
MYSZ,2018-05-04,4.0
MYSZ,2017-12-29,4.0
MYSZ,2021-08-27,4.0
MYSZ,2020-11-06,4.0
MYSZ,2018-05-25,4.0
MYSZ,2018-12-14,2.0
MYSZ,2019-03-15,1.0
MYSZ,2018-11-09,2.0
MYSZ,2018-02-02,4.0
MYSZ,2020-04-03,4.0
LC,2018-02-02,4.0
LC,2019-12-20,4.0
LC,2019-11-22,4.0
LC,2020-09-11,4.0
LC,2015-10-30,4.0
LC,2015-11-13,4.0
LC,2016-07-01,1.0
LC,2017-03-31,1.0
LC,2020-03-20,4.0
LC,2020-12-18,4.0
LC,2020-05-01,4.0
LC,2017-04-07,1.0
LC,2021-07-02,4.0
LC,2020-07-10,4.0
LC,2021-01-22,4.0
LC,2018-03-16,4.0
LC,2018-11-30,2.0
LC,2021-01-08,4.0
LC,2020-02-28,4.0
LC,2021-01-01,4.0
TACT,2003-10-17,1.0
TACT,2006-11-24,4.0
TACT,2004-08-27,4.0
TACT,2017-01-20,4.0
TACT,1999-12-17,4.0
TACT,1999-05-07,2.0
TACT,2000-12-29,1.0
TACT,2014-04-04,4.0
TACT,2005-10-28,4.0
TACT,2000-04-07,1.0
TACT,2010-06-25,1.0
TACT,2011-04-15,1.0
TACT,2005-12-30,4.0
TACT,2000-08-25,4.0
TACT,2010-07-09,1.0
TACT,2001-07-20,2.0
TACT,2000-11-10,4.0
TACT,2002-05-17,2.0
TACT,2008-10-24,2.0
TACT,2021-06-11,3.0
CPRT,2000-01-14,4.0
CPRT,2006-12-08,4.0
CPRT,2012-12-14,3.0
CPRT,2020-05-01,4.0
CPRT,2002-07-05,3.0
CPRT,2000-04-14,4.0
CPRT,2017-01-27,1.0
CPRT,2016-06-17,2.0
CPRT,2003-06-27,3.0
CPRT,1999-01-15,3.0
CPRT,2006-02-03,3.0
CPRT,2010-04-23,3.0
CPRT,2011-07-29,3.0
CPRT,2007-06-08,2.0
CPRT,2012-12-07,3.0
CPRT,2018-10-26,2.0
CPRT,2020-08-14,4.0
CPRT,2002-01-04,2.0
CPRT,2003-06-06,3.0
CPRT,2007-06-15,2.0
MYMD,2021-09-24,4.0
MYMD,2016-02-12,3.0
MYMD,2021-07-23,4.0
MYMD,2020-01-31,4.0
MYMD,2020-01-17,4.0
MYMD,2018-07-13,3.0
MYMD,2015-05-15,4.0
MYMD,2021-04-02,4.0
MYMD,2016-09-09,4.0
MYMD,2018-12-21,1.0
MYMD,2020-11-06,4.0
MYMD,2018-04-13,4.0
MYMD,2016-06-24,4.0
MYMD,2019-06-14,2.0
MYMD,2019-04-05,4.0
MYMD,2019-03-15,4.0
MYMD,2018-06-29,2.0
MYMD,2015-09-04,4.0
MYMD,2018-08-17,4.0
MYMD,2016-11-11,4.0
BOXL,2021-02-05,4.0
BOXL,2020-11-13,4.0
BOXL,2021-01-08,1.0
BOXL,2020-04-24,4.0
BOXL,2021-10-01,4.0
BOXL,2021-07-02,4.0
BOXL,2020-04-17,4.0
BOXL,2020-07-31,4.0
BOXL,2021-04-30,4.0
BOXL,2020-10-23,4.0
BOXL,2019-09-13,4.0
BOXL,2021-07-09,4.0
BOXL,2020-08-14,4.0
BOXL,2020-02-28,4.0
BOXL,2020-12-04,4.0
BOXL,2020-04-10,4.0
BOXL,2021-08-27,4.0
BOXL,2020-03-27,4.0
BOXL,2020-06-26,4.0
BOXL,2021-01-01,1.0
CRWD,2021-01-15,4.0
CRWD,2020-11-27,4.0
CRWD,2021-09-10,2.0
CRWD,2020-12-11,4.0
CRWD,2021-05-07,2.0
CRWD,2020-04-10,4.0
CRWD,2020-05-29,1.0
CRWD,2020-08-21,4.0
CRWD,2021-07-23,2.0
CRWD,2021-01-08,4.0
CRWD,2020-03-06,4.0
CRWD,2021-07-09,2.0
CRWD,2021-07-30,2.0
CRWD,2021-08-06,2.0
CRWD,2020-10-09,4.0
CRWD,2021-04-02,1.0
CRWD,2020-09-11,4.0
CRWD,2021-05-14,2.0
CRWD,2020-09-04,4.0
CRWD,2020-07-03,1.0
MNDO,2020-07-31,4.0
MNDO,2004-04-02,1.0
MNDO,2011-07-08,4.0
MNDO,2018-08-24,1.0
MNDO,2020-04-17,4.0
MNDO,2014-03-28,4.0
MNDO,2005-01-28,1.0
MNDO,2018-11-09,2.0
MNDO,2008-09-19,2.0
MNDO,2009-04-17,3.0
MNDO,2012-05-11,2.0
MNDO,2012-06-08,2.0
MNDO,2016-10-21,1.0
MNDO,2011-05-20,4.0
MNDO,2004-01-09,1.0
MNDO,2007-02-02,4.0
MNDO,2019-09-06,3.0
MNDO,2015-01-30,3.0
MNDO,2012-06-22,2.0
MNDO,2006-08-04,4.0
IPAR,2004-08-06,3.0
IPAR,1992-05-29,1.0
IPAR,1993-01-08,1.0
IPAR,1996-08-23,4.0
IPAR,2008-03-07,2.0
IPAR,2014-11-07,3.0
IPAR,1993-05-28,2.0
IPAR,2005-06-03,3.0
IPAR,1988-11-18,2.0
IPAR,2017-03-10,3.0
IPAR,1995-12-22,3.0
IPAR,2000-08-18,1.0
IPAR,1994-12-16,4.0
IPAR,2008-05-30,3.0
IPAR,2000-03-31,1.0
IPAR,1990-04-27,3.0
IPAR,2011-12-09,3.0
IPAR,1994-03-11,1.0
IPAR,2004-09-10,3.0
IPAR,2021-08-06,3.0
VVPR,2019-03-15,4.0
VVPR,2020-02-21,4.0
VVPR,2021-09-17,4.0
VVPR,2016-05-06,4.0
VVPR,2019-01-25,3.0
VVPR,2017-07-28,3.0
VVPR,2017-10-20,4.0
VVPR,2016-06-24,4.0
VVPR,2020-12-04,4.0
VVPR,2017-11-03,4.0
VVPR,2018-03-23,4.0
VVPR,2018-06-29,2.0
VVPR,2019-11-08,4.0
VVPR,2017-03-24,3.0
VVPR,2017-02-10,3.0
VVPR,2016-04-29,4.0
VVPR,2017-08-04,3.0
VVPR,2018-07-13,2.0
VVPR,2020-07-10,4.0
VVPR,2020-06-12,4.0
ETON,2021-06-25,3.0
ETON,2021-05-28,3.0
ETON,2020-06-12,4.0
ETON,2021-10-08,4.0
ETON,2021-09-17,3.0
ETON,2021-04-16,3.0
ETON,2019-09-06,4.0
ETON,2020-05-29,4.0
ETON,2020-07-10,4.0
ETON,2021-07-02,2.0
ETON,2021-05-21,3.0
ETON,2019-09-13,4.0
ETON,2020-02-07,4.0
ETON,2021-02-19,2.0
ETON,2021-01-08,2.0
ETON,2019-11-29,4.0
ETON,2021-03-19,2.0
ETON,2021-07-16,2.0
ETON,2021-05-07,3.0
ETON,2019-08-23,4.0
NTES,2008-11-14,3.0
NTES,2007-02-02,2.0
NTES,2019-11-15,1.0
NTES,2013-08-09,3.0
NTES,2011-11-11,3.0
NTES,2004-01-16,2.0
NTES,2019-06-14,4.0
NTES,2021-09-17,3.0
NTES,2013-05-17,2.0
NTES,2018-04-27,2.0
NTES,2010-12-10,1.0
NTES,2015-12-04,3.0
NTES,2007-03-23,2.0
NTES,2006-01-06,3.0
NTES,2016-01-15,3.0
NTES,2021-01-15,1.0
NTES,2016-06-10,4.0
NTES,2018-02-16,3.0
NTES,2019-10-25,1.0
NTES,2003-08-01,2.0
PZZA,2017-07-14,1.0
PZZA,2017-04-28,3.0
PZZA,2003-06-27,2.0
PZZA,2014-06-20,2.0
PZZA,2020-03-13,4.0
PZZA,2021-07-23,4.0
PZZA,2003-01-10,3.0
PZZA,2014-07-25,2.0
PZZA,1995-03-17,1.0
PZZA,2009-12-11,3.0
PZZA,2006-04-07,1.0
PZZA,2009-02-06,1.0
PZZA,2008-11-28,1.0
PZZA,2016-09-23,1.0
PZZA,2001-08-17,1.0
PZZA,2020-01-10,4.0
PZZA,2008-10-24,1.0
PZZA,1999-04-23,1.0
PZZA,1998-09-11,1.0
PZZA,1997-05-02,1.0
RDHL,2015-09-04,4.0
RDHL,2014-11-21,4.0
RDHL,2021-04-16,4.0
RDHL,2013-12-20,4.0
RDHL,2016-02-12,4.0
RDHL,2014-08-15,3.0
RDHL,2019-03-08,4.0
RDHL,2018-12-14,3.0
RDHL,2014-02-07,1.0
RDHL,2014-07-18,2.0
RDHL,2015-09-25,4.0
RDHL,2014-09-05,4.0
RDHL,2016-10-28,4.0
RDHL,2017-12-15,4.0
RDHL,2020-03-20,4.0
RDHL,2017-10-27,4.0
RDHL,2019-09-27,4.0
RDHL,2018-08-03,2.0
RDHL,2016-12-16,1.0
RDHL,2015-03-27,4.0
OTLK,2019-12-06,4.0
OTLK,2020-09-18,4.0
OTLK,2020-10-16,4.0
OTLK,2019-11-01,4.0
OTLK,2018-11-23,2.0
OTLK,2021-03-26,2.0
OTLK,2017-12-15,4.0
OTLK,2017-09-08,4.0
OTLK,2018-09-21,2.0
OTLK,2021-02-26,1.0
OTLK,2021-06-11,3.0
OTLK,2018-06-15,2.0
OTLK,2021-02-19,1.0
OTLK,2019-06-14,2.0
OTLK,2019-10-18,4.0
OTLK,2020-03-20,4.0
OTLK,2021-09-17,4.0
OTLK,2018-08-17,4.0
OTLK,2017-10-27,4.0
OTLK,2020-03-13,4.0
POLA,2017-09-01,4.0
POLA,2018-09-21,2.0
POLA,2018-09-07,2.0
POLA,2020-12-11,4.0
POLA,2021-01-22,4.0
POLA,2019-09-27,4.0
POLA,2020-10-09,4.0
POLA,2020-06-26,1.0
POLA,2021-04-23,4.0
POLA,2019-12-13,4.0
POLA,2018-04-27,1.0
POLA,2017-11-03,4.0
POLA,2021-10-08,4.0
POLA,2021-05-21,4.0
POLA,2020-01-17,4.0
POLA,2020-04-03,4.0
POLA,2018-05-25,2.0
POLA,2020-03-06,4.0
POLA,2020-03-20,4.0
POLA,2018-08-31,2.0
BCS,1996-05-31,3.0
BCS,2021-08-20,1.0
BCS,2009-03-27,4.0
BCS,2002-03-08,3.0
BCS,1990-05-04,1.0
BCS,2015-06-19,3.0
BCS,2019-10-25,3.0
BCS,1992-08-14,3.0
BCS,1990-04-27,1.0
BCS,2010-02-26,3.0
BCS,2000-12-08,4.0
BCS,1990-12-14,1.0
BCS,1991-05-31,3.0
BCS,2015-01-09,3.0
BCS,1991-09-06,2.0
BCS,2011-02-18,3.0
BCS,1992-05-22,3.0
BCS,2012-10-12,1.0
BCS,1992-05-08,3.0
BCS,1989-05-26,3.0
ABG,2019-06-28,3.0
ABG,2013-10-25,4.0
ABG,2010-04-23,3.0
ABG,2010-10-08,3.0
ABG,2015-06-26,4.0
ABG,2008-03-21,3.0
ABG,2003-03-28,1.0
ABG,2013-04-12,3.0
ABG,2017-09-15,2.0
ABG,2009-12-11,2.0
ABG,2013-09-27,4.0
ABG,2009-05-08,3.0
ABG,2019-01-04,2.0
ABG,2003-04-11,1.0
ABG,2006-01-27,4.0
ABG,2020-07-24,1.0
ABG,2008-02-08,3.0
ABG,2013-02-22,2.0
ABG,2016-11-04,3.0
ABG,2021-08-13,3.0
ITI,2021-10-08,3.0
ITI,2018-08-17,1.0
ITI,2018-02-16,4.0
ITI,2002-06-14,2.0
ITI,1994-11-18,2.0
ITI,2012-06-08,4.0
ITI,2014-05-09,2.0
ITI,2002-03-01,2.0
ITI,2016-04-15,4.0
ITI,1998-07-17,3.0
ITI,1995-11-10,4.0
ITI,1995-07-21,1.0
ITI,2018-10-19,2.0
ITI,2008-05-23,4.0
ITI,2011-06-03,3.0
ITI,1996-10-18,1.0
ITI,2005-07-01,4.0
ITI,1995-07-07,1.0
ITI,1995-09-22,4.0
ITI,2003-06-20,1.0
CLAR,2015-07-17,3.0
CLAR,2021-07-16,4.0
CLAR,2021-10-08,4.0
CLAR,2002-09-20,4.0
CLAR,2017-01-13,2.0
CLAR,2001-07-20,2.0
CLAR,2009-05-29,3.0
CLAR,2011-07-01,2.0
CLAR,2013-08-02,4.0
CLAR,1999-06-18,1.0
CLAR,2021-02-19,4.0
CLAR,2013-07-19,4.0
CLAR,2015-07-31,2.0
CLAR,2006-03-10,1.0
CLAR,2018-02-16,4.0
CLAR,2021-10-01,4.0
CLAR,2009-10-30,3.0
CLAR,2003-03-14,4.0
CLAR,2006-11-24,4.0
CLAR,2005-03-04,2.0
CPF,2008-02-08,1.0
CPF,1993-05-28,3.0
CPF,2017-06-23,3.0
CPF,2006-04-21,4.0
CPF,1998-03-27,3.0
CPF,2004-01-09,3.0
CPF,2005-11-11,4.0
CPF,2013-03-29,3.0
CPF,2015-07-31,3.0
CPF,2016-02-05,3.0
CPF,1989-07-21,3.0
CPF,2020-03-27,4.0
CPF,2010-02-05,1.0
CPF,1995-02-17,3.0
